,username,public_repos,forked_repo_ratio,commit_count_last_6m,stars_total,followers,pull_requests_merged,avg_stars_per_repo,following,pull_requests_opened,issues_opened,readme_presence_ratio,cluster_label
2122,gail88,7,0.8127329043046794,229,23,66,29,16.642792551470734,45,0,0,0.0003470444096538274,Cluster_1
2123,hernandezjohn,4,0.5417603199410154,58,35,27,10,0.0,0,18,0,0.00025145283565017383,Cluster_2
2124,uestrada,7,0.1310798617047031,214,14,3,25,0.0,0,21,34,0.00032268538934547325,Cluster_1
2125,anthonyfranklin,16,0.7661571015827779,383,23,31,36,17.686198016478432,68,25,72,0.0018868206394051725,Cluster_3
2126,whernandez,1,0.9324439783773508,0,370,29,0,405.0808610065373,0,41,2,0.00012424071730562596,Cluster_1
2127,laura78,39,0.9473068992369621,831,39,48,80,11.759685450840362,0,31,12,0.0020365017558651582,Cluster_3
2128,snyderray,21,0.36901773241117275,387,42,16,37,4.669689908290231,37,50,12,0.0024239168597644137,Cluster_3
2129,darrenjimenez,21,0.13551687356075404,326,2,6,32,0.0,40,17,15,0.0021717968028850663,Cluster_3
2130,ytaylor,14,0.5183996266330652,258,18,53,29,0.0,0,52,15,0.001732339288378742,Cluster_3
2131,ariana59,7,0.11260922934922069,159,21,2,18,25.19156483001899,30,39,30,0.0005744476939220962,Cluster_1
2132,joannarivera,20,0.9339874185126172,376,7,179,36,0.0,95,37,38,0.0030114331171845104,Cluster_1
2133,mark82,17,0.183579627355146,324,34,14,32,25.01406549333457,0,32,0,0.0012947605767595226,Cluster_1
2134,kevinbest,4,0.2527658599511641,137,15,29,15,0.0,0,71,49,0.00017399917955840342,Cluster_1
2135,ktownsend,3,0.40663652688497043,65,38,46,9,0.0,0,33,0,0.0001725938881398097,Cluster_2
2136,xclark,8,0.3831644685591258,117,41,48,4,13.540977776550319,109,0,0,0.001957424747188499,Cluster_3
2137,hernandezkenneth,75,0.794662892397889,1535,5,2,148,0.0,51,44,18,0.005193936122133207,Cluster_1
2138,marissataylor,1,0.45631682055096234,29,16,69,8,0.0,0,0,0,3.993111786201421e-05,Cluster_2
2139,ljones,0,0.1707682600033369,0,38,31,0,inf,55,61,28,0.0,Cluster_2
2140,sandraramos,9,0.2672098954860741,201,279,7,17,18.46032452456725,0,42,12,0.0006061477953761984,Cluster_2
2141,justinboone,7,0.509113385187522,159,52,6,14,25.9804018520557,48,64,31,0.0010427770201116276,Cluster_2
2142,anna05,9,0.1474539174261349,181,10,12,16,17.94824369904074,0,0,5,0.0006514969698582888,Cluster_3
2143,brittney17,10,0.6116556756460141,244,67,2,27,0.0,0,38,29,0.0008560969297595523,Cluster_1
2144,jareddyer,5,0.5657473065511459,66,715,265,1,122.9522471076703,118,0,2,0.00036448657396258993,Cluster_3
2145,william69,69,0.7147023163822577,1396,172,186,139,0.0,60,0,0,0.016827720591310654,Cluster_3
2146,ryansilva,0,0.9377046153793677,0,88,39,1,inf,89,0,27,0.0,Cluster_2
2147,leslieharrison,2,0.9122545611011557,60,122,14,7,95.52912743757376,51,46,65,6.978103514435364e-05,Cluster_3
2148,sara66,6,0.9460756180688313,217,442,14,22,69.66315393069644,12,0,0,0.0005593150228083409,Cluster_3
2149,kelly65,0,0.24471559702370094,0,229,62,2,inf,82,0,4,0.0,Cluster_1
2150,candace24,5,0.13156530663935462,62,91,280,3,28.472747780004084,58,38,11,0.0005753662059958034,Cluster_2
2151,tyronehughes,89,0.3022767004964485,1744,226,8,169,7.819774822623696,0,69,64,0.0008335067162147333,Cluster_2
2152,collinsapril,7,0.8950851727663146,146,4,3,26,1.3778527862203287,25,69,41,0.0004137265118297852,Cluster_1
2153,ksmith,10,0.9720534746234882,146,2,204,13,24.942614155773942,138,5,4,0.0014379013824283697,Cluster_1
2154,vhorn,1,0.859324951070476,41,43,1,3,26.49814053329967,14,0,12,0.00019397269410497312,Cluster_1
2155,annette99,2,0.1100177211275436,82,37,4,11,53.026706209131724,0,0,0,0.0003155401664813329,Cluster_2
2156,carterjacob,4,0.9474279980597932,106,12,13,18,0.0,0,0,41,0.00018033974255826882,Cluster_2
2157,estesrussell,4,0.423358027350786,0,146,1,0,52.13023451244848,21,0,12,0.0008082850827553055,Cluster_3
2158,brandon93,50,0.009310290762353679,1049,1,106,99,0.0,174,0,23,0.0027815542119667925,Cluster_2
2159,sharon50,17,0.4423937407481936,386,12,72,32,0.0,96,67,34,0.00045131160268572547,Cluster_3
2160,pamelasmith,1,0.04606916967546759,61,13,8,14,14.866198761219337,82,1,0,4.60556162689751e-05,Cluster_1
2161,donald03,10,0.5438779211611176,218,1,136,16,0.0,84,82,69,0.0018887952118664796,Cluster_2
2162,martinkelli,15,0.3385540274370513,311,488,176,30,28.89994194099551,104,0,17,0.000812393388118618,Cluster_1
2163,ahowell,40,0.47343493359404876,851,2,16,80,0.0,0,7,0,0.008052419548486974,Cluster_1
2164,garciajacob,79,0.613170360743117,1676,11,10,160,0.0,52,16,12,0.011748481576865958,Cluster_3
2165,juliebruce,1,0.8688010958178203,0,169,595,0,178.96529414391765,293,0,11,5.784600279602622e-05,Cluster_3
2166,millerjessica,2,0.6619015764719286,93,105,59,4,53.0934364995489,64,27,12,0.00022088974751140116,Cluster_2
2167,wray,1,0.4340488684781807,15,4,29,0,0.0,16,17,19,0.0001041657544465488,Cluster_1
2168,william62,5,0.8194278536703651,93,113,155,19,49.08555526259343,91,28,14,0.000167830265771649,Cluster_1
2169,bortega,14,0.9055821375731322,203,55,31,22,0.0,11,47,0,0.0015089185824857401,Cluster_3
2170,clarkejames,32,0.11975996643219722,625,2207,9,67,61.736940682718746,15,49,0,0.0019864387916983303,Cluster_3
2171,reyescatherine,6,0.5319329775527915,70,68,22,11,1.2202077697639009,61,0,24,0.0005346653310837568,Cluster_2
2172,marcuspatel,4,0.28451195974244414,56,25,95,5,18.55075255522089,0,0,0,0.00046006535223960636,Cluster_1
2173,ybeard,9,0.0470611978769474,125,7,1,10,1.7410516005216645,0,8,9,0.0017746054590941855,Cluster_3
2174,abrown,2,0.6685466951139853,17,8,13,2,1.8366950693080613,27,112,67,0.00020556342981695224,Cluster_1
2175,nicholasmay,169,0.8627707774592256,3359,7,159,336,0.0,151,107,43,0.033354551494339336,Cluster_3
2176,jose93,0,0.16290265447739405,4,390,9,0,inf,89,3,0,0.0,Cluster_2
2177,mburton,9,0.8124136576239005,99,34,204,10,0.0,40,24,22,0.000510895276047885,Cluster_3
2178,gtaylor,153,0.8533957335369416,2987,91,167,295,2.907991594038464,63,58,45,0.01731066769282635,Cluster_3
2179,woodjohn,7,0.9143404426664835,158,505,18,14,57.17159274097959,0,11,61,0.0004944844913023741,Cluster_2
2180,donald97,5,0.2652850890860524,60,0,8,4,0.0,0,31,6,0.00011643992956239539,Cluster_1
2181,troy88,4,0.9039530651898893,133,330,13,6,112.48575516951374,62,1,42,0.0006916435381384094,Cluster_1
2182,reedaaron,5,0.32066275473643224,111,36,1093,0,0.0,545,0,0,0.00045003207180962563,Cluster_1
2183,emma74,57,0.5523380134555028,1170,72,334,112,0.0,148,26,27,0.007977114052304658,Cluster_3
2184,zamorasamuel,0,0.05050747083228213,70,7,24,16,inf,39,0,4,0.0,Cluster_2
2185,inguyen,73,0.043881088368743604,1444,8,8,142,12.924516661068967,0,0,0,0.0031796205335324216,Cluster_3
2186,ortegasusan,0,0.7203732127322029,0,79,23,3,inf,91,0,0,0.0,Cluster_1
2187,briannash,4,0.44447997797779104,123,2421,28,1,630.1819262857731,14,0,0,0.0002644823154194221,Cluster_3
2188,urussell,3,0.25629237536921756,85,201,3,3,75.93720232792018,0,0,22,0.00022908216727925008,Cluster_1
2189,steven62,17,0.1904134960249102,330,323,22,26,23.65320183948839,40,0,0,0.001775838102109798,Cluster_3
2190,wsmith,0,0.6699534908592181,69,23,145,5,inf,119,28,24,0.0,Cluster_3
2191,noah09,14,0.00040154402533987277,269,11,1,39,10.09047863000416,80,51,49,0.0009676817513648337,Cluster_2
2192,kalvarado,153,0.8058911691968542,3061,8,69,308,10.166137607648405,24,30,52,0.009633684708900069,Cluster_3
2193,sophiawalker,0,0.07924960612992882,1,13,157,8,inf,132,47,52,0.0,Cluster_1
2194,tperry,9,0.19148961490811944,133,0,8,12,0.0,9,0,14,0.0009616804714357727,Cluster_2
2195,susantaylor,2,0.3862363952990896,43,8,255,11,0.7190562370359208,96,23,0,0.0001427945903851612,Cluster_3
2196,armstrongcarol,13,0.4848587397161036,329,12,7,43,0.0,0,14,0,0.000731625281760804,Cluster_2
2197,davieshaley,7,0.35499511581394183,162,24,38,15,2.390623692151066,0,22,0,0.00042652273939346755,Cluster_3
2198,taylorsampson,2,0.3207121649842939,41,41,12,1,57.75773799089638,0,0,0,0.0004650467914270893,Cluster_3
2199,rochamiguel,15,0.9639160120731884,291,63,12,22,23.88970004869313,61,0,0,0.0015981372082193226,Cluster_2
2200,james06,110,0.6415796812433943,2216,32,7,220,0.0,38,30,0,0.0053574488806050185,Cluster_3
2201,nathan47,5,0.02343295536738821,137,11,57,14,2.8008272904256986,0,15,38,0.0006168806670418921,Cluster_1
2202,bowenjustin,21,0.4301759084443132,450,0,71,55,0.0,0,69,26,0.0004317958944040753,Cluster_1
2203,richardcooper,1,0.8750086997439702,3,11,18,0,0.0,0,0,2,5.305144362254522e-05,Cluster_3
2204,lisajohnson,1,0.30145618641066796,36,5,2,3,7.988823052274351,0,0,0,0.00012150198484737691,Cluster_2
2205,greenjames,15,0.09455634477438823,323,76,36,23,0.0,2,0,0,0.0008292390964447492,Cluster_2
2206,wrightmark,68,0.7583847715899178,1309,170,37,128,0.0,77,33,47,0.002524824642110578,Cluster_3
2207,zmartin,12,0.6060138319360813,248,179,14,26,24.71348196142451,0,0,17,0.0001449909709360082,Cluster_2
2208,foleyrandall,4,0.5703125078265039,0,129,330,2,30.60499826693352,249,46,47,0.0005515607832894189,Cluster_3
2209,gutierrezjohn,7,0.053576559607407925,164,26,1,19,0.0,0,4,17,0.0009660977194344568,Cluster_2
2210,christopher05,1,0.14049900979551733,53,12,0,7,0.0,0,28,0,0.00012904346247301373,Cluster_1
2211,evelyn26,18,0.6225493962131138,397,8,6,42,0.0,42,2,0,0.0014968931422098646,Cluster_2
2212,austin40,27,0.2078238414588358,520,2,58,52,0.0,71,19,22,0.0012481986721372931,Cluster_3
2213,kirbyhannah,3,0.5040700797484243,75,197,4,2,28.288438537253597,0,35,59,0.00017163061003690067,Cluster_3
2214,williamdowns,3,0.5448816860293935,131,24,4,3,30.57938402804171,52,5,12,0.00015238942968157538,Cluster_1
2215,whitneyhuber,11,0.2835071902709394,290,3,83,26,0.0,82,10,30,0.0007627014830866584,Cluster_1
2216,walkerbrian,3,0.9484251555414929,58,7,40,5,0.0,0,0,0,0.0004268332757778055,Cluster_3
2217,beverly91,6,0.8424641068355752,126,6,35,18,0.0,33,0,27,0.00020351128186936433,Cluster_2
2218,newtonheidi,172,0.7223735076327985,3495,35,64,348,0.0,67,55,22,0.037565331610896445,Cluster_3
2219,jenniferglass,5,0.07799386640940908,24,226,10,1,53.41952330028337,0,0,6,0.0010017656720396788,Cluster_1
2220,cchurch,4,0.10613001930901944,63,17,11,8,1.6359934653491899,90,39,14,0.000506608653570331,Cluster_1
2221,beckychandler,2,0.4927813458649557,106,0,67,9,0.0,0,55,55,0.0001033828832796683,Cluster_1
2222,fsheppard,22,0.16071334919098568,488,23,2,52,0.0,8,0,22,0.00042321669744968315,Cluster_1
2223,lance05,5,0.9782654635294741,118,24,0,21,0.0,0,14,0,0.0004178506213270748,Cluster_2
2224,smithgregory,2,0.15852023402740945,0,22,10,10,2.8751425419633048,10,0,33,9.08780791413287e-05,Cluster_1
2225,hgarcia,53,0.487467835463974,1057,10,81,106,0.0,0,68,100,0.0061930823822867785,Cluster_1
2226,beasleymichael,62,0.3641210568415054,1210,48,29,122,0.0,0,35,12,0.013350703043053547,Cluster_1
2227,ronaldjohnson,3,0.639386421454098,76,37,72,15,13.436424480165059,0,1,0,0.000381785206073368,Cluster_2
2228,johnross,0,0.12903640888942491,0,31,0,0,inf,39,0,30,0.0,Cluster_2
2229,tricia47,33,0.4303164280423909,608,69,32,64,6.7062798642012345,33,0,1,0.0028940019663520693,Cluster_2
2230,wagnerlisa,2,0.27470503280714365,0,15,53,0,26.361940738431887,80,23,13,0.00025473905345164375,Cluster_1
2231,kenneth07,24,0.887751524671688,541,13,2,52,12.40213621092828,0,22,60,0.0029985386731326462,Cluster_2
2232,maria13,0,0.040585712134695084,0,397,73,5,inf,93,11,0,0.0,Cluster_1
2233,michelle61,28,0.9137274940064593,567,90,16,53,0.0,9,0,0,0.0042874111265902674,Cluster_2
2234,khanroger,1,0.8329941385530004,19,146,2012,1,135.82770211822685,1011,0,10,8.747767008389626e-05,Cluster_1
2235,ernestalexander,22,0.29757071644081545,386,300,0,30,26.70829731528299,105,34,0,0.0003257458483102967,Cluster_2
2236,ugeorge,7,0.7892906546771047,77,85,156,17,25.57241057149887,53,32,9,0.0005540823187830616,Cluster_1
2237,smithkimberly,1,0.03121356033874756,0,176,11,6,162.42758764926236,66,0,0,3.372600692769903e-05,Cluster_2
2238,ohenry,4,0.9668655502933936,43,1,1,5,12.481678515634847,24,0,24,0.0007699607931435355,Cluster_1
2239,hooperconnie,20,0.5265949425897893,418,47,9,44,0.0,0,0,17,0.0025000099760506397,Cluster_3
2240,baxterstacy,8,0.30328102606544527,120,23,30,13,12.496114482835877,0,10,0,0.0004816212298919222,Cluster_3
2241,michael76,17,0.3625832125946771,427,678,95,49,39.35642892386365,0,35,3,0.001478207235683764,Cluster_3
2242,michael94,143,0.06640535346049736,2911,175,265,288,0.0,189,63,20,0.02280614770600415,Cluster_2
2243,robert97,0,0.9893495140420392,40,10,169,7,inf,171,0,0,0.0,Cluster_1
2244,howardshannon,83,0.03929194515069245,1654,64,4,170,44.41644053125926,6,31,0,0.003951942090539515,Cluster_2
2245,bcraig,8,0.654907123147859,235,44,109,29,9.555607256099897,61,73,55,0.0013674235262758484,Cluster_1
2246,henryteresa,1,0.4427359277064583,9,75,36,0,121.0089995343652,56,36,4,0.0001182363336358422,Cluster_1
2247,elliottanita,1,0.9489162181887151,18,5,7,0,0.0,7,22,27,0.00011056283278888655,Cluster_2
2248,jennifer48,5,0.24599974030679517,108,63,14,5,27.614835853276844,61,12,7,0.0004612330164530861,Cluster_1
2249,lambscott,29,0.5320868239380113,615,21,6,62,0.0,17,14,0,0.003159721956101718,Cluster_2
2250,john11,6,0.48235620858275297,151,55,21,5,9.161956968371003,17,0,34,0.0007256192351004329,Cluster_2
2251,jonathanjohnson,71,0.7028664440501013,1396,8,6,129,12.73702360936445,0,3,37,0.000880534749390886,Cluster_2
2252,ltate,0,0.06801023195242051,0,11,4,10,inf,0,0,7,0.0,Cluster_1
2253,dfreeman,7,0.19378913002335485,171,273,41,20,23.01460550839174,0,0,0,0.00011498405883778635,Cluster_1
2254,halevincent,1,0.21456482009284983,55,4,51,6,24.78180843953472,87,0,0,5.659620398866252e-05,Cluster_1
2255,johnsoncody,12,0.7381507548416897,220,5,15,23,0.0,0,2,27,0.001142276462244977,Cluster_2
2256,qmills,27,0.18913869632674007,460,30,156,46,0.0,57,12,27,0.0030182317355848514,Cluster_2
2257,gibsonrick,3,0.5734917638909767,49,8,13,9,0.0,0,0,0,0.0003714144469405996,Cluster_1
2258,phillipsmichele,0,0.2152438205009537,31,6,12,0,inf,0,14,0,0.0,Cluster_1
2259,ncolon,9,0.8616249500839784,270,40,54,27,35.83883619286162,0,0,11,0.00038210505807901766,Cluster_1
2260,zclark,14,0.9421854544896385,220,2,16,23,1.1032134860186797,0,13,0,0.0006606334102899925,Cluster_3
2261,jacqueline16,13,0.5184929749422404,238,5,22,18,22.130982957787943,27,0,0,0.0009648392516819101,Cluster_1
2262,burnettlisa,47,0.3523088842091783,920,1335,0,98,49.29848015444095,6,44,0,0.009999102262312131,Cluster_2
2263,wiseerin,1,0.23405777501749914,87,75,20,6,55.64119571454034,0,0,0,0.00017523473597115264,Cluster_3
2264,kayla72,20,0.049781001523043766,398,8,1,44,24.722544953432028,0,58,16,0.0011713965467600993,Cluster_1
2265,olsonwilliam,44,0.2685000761974954,834,70,3,83,11.659193961895543,0,15,31,0.0023554704943427405,Cluster_2
2266,bakermatthew,0,0.6542357799453179,27,91,2,10,inf,91,0,0,0.0,Cluster_3
2267,michaelrobinson,11,0.5336169313092108,199,198,4,14,26.977016626830093,76,23,24,0.0008074641928996109,Cluster_3
2268,buckmark,3,0.9440412782809274,0,26,8,0,0.0,0,25,21,0.00019194576953940136,Cluster_3
2269,rachelfleming,6,0.3962772624917006,75,192,9,2,64.1291673595728,0,30,42,0.0005357757683593303,Cluster_1
2270,castrokathleen,12,0.6938633423283945,326,0,54,33,16.27573489844193,33,59,41,0.0006598413071908515,Cluster_1
2271,jonathanthompson,3,0.4893227474751214,79,4,28,15,0.0,16,21,3,0.0005199361096866449,Cluster_3
2272,harrismelissa,2,0.5125762159242117,45,44,1,12,47.29607236434367,16,0,0,0.00021445504217727687,Cluster_1
2273,nsmith,7,0.2677743146041175,127,59,22,1,0.0,48,0,24,0.0011329256365387194,Cluster_1
2274,mhernandez,1,0.4549507768419997,34,6,32,4,0.0,38,0,12,7.891185497031281e-05,Cluster_3
2275,bradleywatson,1,0.47078499701270726,34,52,12,0,46.95160556519257,0,45,14,1.0968357568403569e-05,Cluster_3
2276,martha64,20,0.7066425217489339,414,10,18,45,45.213693628510356,23,0,22,0.001993152511943213,Cluster_1
2277,pamelasantiago,1,0.9406399991861139,25,20,26,8,0.0,55,0,0,0.0001301630149942394,Cluster_3
2278,ryanedwards,20,0.3293212774825043,443,209,63,44,0.0,0,3,1,0.0046008770680389405,Cluster_2
2279,tonygomez,14,0.042200468581298445,281,170,1,28,0.0,15,0,0,0.0004620688833520751,Cluster_2
2280,ryanjeffery,0,0.4962951255006397,0,5,13,0,inf,0,0,13,0.0,Cluster_1
2281,kimberlywilliams,2,0.5444613321491686,9,4,192,0,0.0,195,55,8,8.045087400770718e-05,Cluster_2
2282,wcox,44,0.16844055113191525,781,15,168,80,0.0,17,13,0,0.010003486241389808,Cluster_3
2283,fsmith,1,0.7604646062760667,121,31,71,10,46.25665283348968,93,12,0,9.498390392696881e-05,Cluster_2
2284,alexaoconnor,3,0.9849291084414916,103,10,44,14,0.17164077417510137,0,0,6,0.0003753195583264693,Cluster_1
2285,anthonybrady,14,0.9457747170084609,238,215,240,23,19.44007494730397,209,0,9,0.0006338195275842117,Cluster_2
2286,larrytaylor,23,0.19710603882365219,445,61,356,40,13.356476865237383,120,39,0,0.000306227576013804,Cluster_2
2287,zcarter,5,0.8753632399007607,68,68,16,0,4.986472160795692,17,52,41,0.00014320250047682612,Cluster_2
2288,kmcbride,3,0.7044936364116847,137,3,4,4,0.0,0,8,0,0.00011480702326294913,Cluster_3
2289,murrayjoshua,62,0.4538465638069116,1169,270,13,123,9.193946756097649,0,21,67,0.016513361359105312,Cluster_2
2290,jscott,100,0.540610994324729,2005,0,2090,198,17.363585461064403,1089,64,25,0.006093088767064952,Cluster_3
2291,daniellove,32,0.8496001749824581,634,148,1,65,0.0,51,0,26,0.0033409901564031117,Cluster_2
2292,kharding,8,0.48013493963837317,201,177,9,29,0.0,16,10,11,0.0019570521823900305,Cluster_3
2293,ahuff,2,0.37320736910512686,34,15,2,0,21.091662987712937,38,0,6,0.00014839805320546613,Cluster_2
2294,evanskristen,2,0.4932474930259858,0,327,24,0,182.05431837500169,64,24,0,0.000150730086642129,Cluster_1
2295,dthompson,16,0.5791298040350491,307,29,3,30,5.813183242603439,0,0,21,0.0020819191547788037,Cluster_3
2296,bknight,13,0.18907765377834884,211,37,17,21,8.21201822528456,0,0,1,0.0015360619229134987,Cluster_3
2297,patrick54,60,0.9009077302669907,1203,61,1,129,0.0,0,28,28,0.003569145022618494,Cluster_3
2298,anthonysandoval,19,0.6741869488296138,451,10258,50,52,549.8984052728038,0,0,0,0.003810082266235335,Cluster_2
2299,gjohnson,0,0.6332689173374889,0,372,125,3,inf,81,0,3,0.0,Cluster_2
2300,alexis43,35,0.09949622618063814,659,116,11,73,4.444212542655403,32,44,4,0.0009568550723226119,Cluster_2
2301,zlove,1,0.6041739381725918,0,6,16,0,55.82496660014532,0,0,0,0.0001787689722914769,Cluster_1
2302,jenkinschristine,4,0.12096066223849233,60,42,15,7,0.0,42,0,0,0.0007432571082235443,Cluster_2
2303,heather73,10,0.07869767519539905,237,7,26,22,3.9592334171269403,45,33,2,0.0018551934827682936,Cluster_3
2304,arnoldkatherine,147,0.5273108956423933,2931,145,18,286,0.0,45,81,51,0.0162553722768071,Cluster_3
2305,michael44,784,0.402785534046495,15700,42,63,1576,17.650489907709225,11,400,249,0.09658009562865613,Cluster_1
2306,teresagreen,18,0.5888102701562232,328,4,127,35,0.0,102,0,6,0.0025753761558076796,Cluster_3
2307,ccox,5,0.0892221680572386,111,38,5,11,0.0,28,0,0,0.0003856300824758999,Cluster_2
2308,thebert,16,0.4309830628472584,358,7,12,35,0.0,38,0,10,0.0024044409346910315,Cluster_2
2309,jim51,27,0.17478671504515797,503,43,77,42,6.909235989700583,122,0,6,0.004194171566654904,Cluster_2
2310,craigchristopher,4,0.9871000859241166,119,7,2,7,0.0,17,0,2,0.0004984023309992324,Cluster_3
2311,david03,109,0.5611502124351744,2182,34,1,219,0.0,0,29,21,0.008715116389638015,Cluster_3
2312,perezclinton,10,0.6874368609408673,252,127,28,22,9.082190901478295,0,8,34,0.0008993951476908078,Cluster_2
2313,itaylor,15,0.3254182806826078,289,30,42,27,0.0,77,33,0,0.0028121638117816075,Cluster_3
2314,pattersonleonard,20,0.09473891477934415,419,16,6,41,30.54898776637048,20,42,17,0.001525800533331729,Cluster_2
2315,nnavarro,13,0.9758708627835366,257,47,8,22,17.333607008763977,87,31,27,0.0021436109830837127,Cluster_3
2316,veronicacox,26,0.2862590353831832,515,116,6,46,0.0,0,0,0,6.579081043610435e-05,Cluster_2
2317,chad00,2,0.4238081851735742,52,4,5,0,43.94023822427228,48,2,35,0.00036273738549250285,Cluster_2
2318,ytucker,3,0.649863921702575,86,52,56,7,27.166556830453516,14,48,35,0.00026893350162426584,Cluster_1
2319,frankdavid,1,0.024697297686111286,0,354,3,3,334.62075889372903,0,0,23,0.00013051326877046987,Cluster_3
2320,mcmahonbradley,14,0.8102591305172869,351,92,13,26,11.701703371265456,0,47,56,0.0008287333539267676,Cluster_2
2321,thorntonalyssa,23,0.5365781900286203,367,36,5,36,12.275468288610638,47,0,10,0.0047690860836379885,Cluster_2
2322,kevin37,14,0.27821718706882215,245,104,2,25,0.0,31,15,0,0.0011316747642444855,Cluster_2
2323,davidzimmerman,91,0.06160798529246925,1815,74,74,176,0.0,0,57,37,0.013195022358495491,Cluster_1
2324,coreyjones,7,0.16249841547444144,160,128,9,23,20.014896086563123,12,9,10,0.0005121254495897325,Cluster_3
2325,shane84,20,0.8950338588534369,478,0,26,45,0.0,48,76,18,0.005234164792553814,Cluster_3
2326,marcia96,1,0.686024223935891,0,2,2,0,31.58255776910885,9,0,0,0.00014750208023966364,Cluster_2
2327,kelseyhart,4,0.24990172163688984,54,202,6,4,65.32311648169829,58,0,11,0.0004339906719244622,Cluster_3
2328,mathewsjulie,20,0.06560076494502953,293,2,62,20,0.0,16,20,0,0.002305141449744956,Cluster_3
2329,christopher08,26,0.6906153123866363,521,68,973,57,11.134146834356388,373,7,55,0.0017632389556240745,Cluster_2
2330,lynnkevin,4,0.5724077259677651,93,17,1,4,29.592562854494794,9,18,17,0.00017175905523767013,Cluster_1
2331,cblack,6,0.404519524458235,199,5,14,18,0.0,16,29,51,0.0006311130886616114,Cluster_1
2332,nancyclark,0,0.36361144919006383,6,62,37,3,inf,34,0,0,0.0,Cluster_2
2333,mark07,4,0.2168142759291083,132,47,7,20,11.526627654409378,58,15,27,0.00022284582589613886,Cluster_2
2334,kellysusan,28,0.6696112565375176,589,1478,71,53,53.49775364381497,0,18,12,0.006457799743746309,Cluster_2
2335,jsimon,17,0.9706680277938705,318,10,5,29,0.0,0,62,62,0.00334525449883766,Cluster_2
2336,vcruz,15,0.17571524583682585,229,442,25,29,23.251123090913108,0,0,0,0.00038193309613750637,Cluster_2
2337,melvin67,7,0.5971166200155034,153,62,9,17,2.3359364081024605,0,0,22,0.00017546066647065943,Cluster_2
2338,garciajennifer,7,0.4241850557459762,65,10,125,9,9.113734165004006,58,29,34,0.0007112267932498385,Cluster_3
2339,smithcarol,2,0.4466887217446649,104,139,7,5,92.17885107278346,38,0,0,0.000251376498451027,Cluster_2
2340,danielnorman,21,0.2541472801278144,411,91,11,39,0.0,20,22,2,0.002355734125421702,Cluster_2
2341,jerome06,13,0.8251348756614191,319,35,82,31,51.46029459572077,6,1,0,0.0010717315236624988,Cluster_2
2342,mark50,15,0.4852556041472411,275,53,4,23,42.747162048139664,0,4,9,0.001490448622584129,Cluster_1
2343,hfisher,3,0.5434058521982641,73,11,22,0,30.251779258268297,57,74,74,0.00032830149538219146,Cluster_1
2344,beth48,0,0.30476091279732576,10,7,1,0,inf,34,37,8,0.0,Cluster_2
2345,margaret62,38,0.18180846566694975,757,129,3,82,43.55449897150838,0,49,0,0.0014483956449293355,Cluster_3
2346,xgarcia,3,0.08591038820282049,38,22,35,4,1.5310260333451646,0,17,72,0.0006538124024099141,Cluster_1
2347,gchan,2,0.7141191409249159,59,28,4,12,0.0,0,0,16,0.0001396955649000714,Cluster_3
2348,james56,20,0.19623428168785562,353,54,8,36,0.0,0,17,0,0.0007809366820109686,Cluster_1
2349,zmann,4,0.6900753541887977,19,53,42,0,0.0,0,19,41,0.0001946922134873238,Cluster_1
2350,billymcdaniel,36,0.3903764460469539,782,2,8,84,2.4915820018229495,107,23,37,0.0030376240963038976,Cluster_2
2351,nmays,18,0.41577480098965147,396,335,69,40,24.60772039366598,0,11,18,0.0018542880017425934,Cluster_1
2352,gomezdiane,20,0.4691774960927717,403,41,27,45,6.066796773622139,68,0,0,0.0005464287774030542,Cluster_2
2353,qlopez,0,0.3677085081275432,83,22,38,2,inf,109,8,21,0.0,Cluster_2
2354,xgriffith,45,0.10061997722259008,886,71,129,93,4.240868341210087,75,6,30,0.0037422419164908653,Cluster_2
2355,vincentsara,10,0.3096318100028458,266,50,32,31,39.726476176997785,10,26,0,0.00044555181525888734,Cluster_3
2356,davidjones,4,0.6637343606939384,88,131,202,10,45.15103735278168,34,0,5,0.00027895024165257835,Cluster_1
2357,ajohnson,9,0.665784401468871,128,87,78,8,28.116842598763093,13,45,34,0.0016854574301107103,Cluster_1
2358,toddweeks,0,0.28622430723999437,92,120,9,8,inf,84,0,6,0.0,Cluster_3
2359,david01,13,0.46010262655768797,309,376,139,33,0.0,87,0,1,0.0014657961231777637,Cluster_1
2360,stephaniefrank,1,0.19344722801193748,13,162,29,2,125.72235059060978,15,12,36,7.985089275067634e-05,Cluster_3
2361,zedwards,0,0.21037208152983577,36,24,11,6,inf,71,16,4,0.0,Cluster_2
2362,leslie40,0,0.023047088406607408,0,4,30,5,inf,49,62,37,0.0,Cluster_3
2363,usuarez,39,0.8967465499077446,821,666,106,78,4.741896193884433,45,28,24,0.0018297420680039765,Cluster_1
2364,robertdominguez,2,0.2107066650749062,0,21,39,0,15.413264827544984,30,0,0,0.00015469345790228262,Cluster_3
2365,robertjacobs,73,0.22753387693646332,1409,14,309,140,11.199840388516359,116,42,0,0.0154875493374128,Cluster_1
2366,mayobridget,3,0.2796014326451318,108,1,102,9,13.870576080021587,22,49,34,0.00021574949820135698,Cluster_1
2367,gomezcraig,0,0.127408071695429,0,60,44,3,inf,11,72,48,0.0,Cluster_1
2368,emily26,1,0.6392628831813628,30,43,4,0,73.01472765315883,29,0,0,7.726323232254367e-05,Cluster_2
